DATE,PRODUIT,QUANTITE
2022-09-15 00:00:00,T05,408
2022-09-15 00:00:00,T06,585
2022-09-15 00:00:00,T07,211
2022-09-15 00:00:00,T08,0
2022-09-16 00:00:00,PR,0
2022-09-16 00:00:00,PR1,7
2022-09-16 00:00:00,PR2,106
2022-09-16 00:00:00,PR3,135
2022-09-16 00:00:00,T03,88
2022-09-16 00:00:00,T04,331
2022-09-16 00:00:00,T05,449
2022-09-16 00:00:00,T06,472
2022-09-16 00:00:00,T07,186
2022-09-16 00:00:00,T08,0
2022-09-17 00:00:00,PR,0
2022-09-17 00:00:00,PR1,45
2022-09-17 00:00:00,PR2,165
2022-09-17 00:00:00,PR3,113
2022-09-17 00:00:00,T03,55
2022-09-17 00:00:00,T04,188
2022-09-17 00:00:00,T05,333
2022-09-17 00:00:00,T06,369
2022-09-17 00:00:00,T07,105
2022-09-17 00:00:00,T08,0
2022-09-18 00:00:00,PR,0
2022-09-18 00:00:00,PR1,56
2022-09-18 00:00:00,PR2,209
2022-09-18 00:00:00,PR3,107
2022-09-18 00:00:00,T03,94
2022-09-18 00:00:00,T04,243
2022-09-18 00:00:00,T05,317
2022-09-18 00:00:00,T06,391
2022-09-18 00:00:00,T07,133
2022-09-18 00:00:00,T08,0
